arquivo,codigo_sugerido,produto_sugerido,categoria,score,codigo_confirmado
fechadura-anti-furto-elite.jpg,129,"FECHADURA ANTI-FURTO COR PRETA, M",,87.0,
disco_de_lixa_120.jpeg,524,"DISCO DE LIXA VELCRO 125MM,GR 060",,86.7,
misturador_de_tinta_laranja.jpeg,502,MISTURADOR DE TINTA DE METAL,,86.4,
PLUGUE-1.1.jpg,250,PLUGUE BIG 90 20A 2P BR A GRANEL,,85.7,
abra-2 (1).jpg,18,SQ ABRACADEIRA DE NYLON 7.2*300,,85.7,
abra-4 (1).jpg,403,ABRACADEIRA 4.8X200MM BRANCA,,85.7,
adptador-de-torneira-final.jpeg,441,ADAPTADOR DE TORNEIRA,,85.1,
broca_aco_rapido_4.3mm.jpeg,309,"BROCA ACO RAPIDO 2,8MM",,85.0,
"abracadeira-3,6x300mm-branca-final.jpg",310,"ABRACADEIRA DE NYLON 3,6X300MM C",,84.8,
"abracadeira-3,6x300mm-final.jpg",310,"ABRACADEIRA DE NYLON 3,6X300MM C",,84.8,
etiqueta_para_etiquedadora.jpeg,560,ETIQUETA P/ETIQUETADORA 50,,84.6,
chave_biela_15mm.jpeg,503,CHAVE DE BIELA 13MM,,83.9,
chave_biela_11mm.jpeg,503,CHAVE DE BIELA 13MM,,83.9,
chave-biela-12mm.jpeg,503,CHAVE DE BIELA 13MM,,83.9,
colher_reto_8_chat.jpeg,427,COLHER PEDREIRO 8 CANTO RETO 19,,83.9,
paraf-2.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,83.3,
alicate_turquesa_8_aro_104_20cm_startools.jpg,163,ALICATE BICO 6 (STARTOOLS),,82.9,
loren-shower-7500.jpg,343,RESISTENCIA LOREN SHOWER TIPO LO,,82.8,
chave-biela-8mm.png,442,CHAVE BIELA DE ABERTURA 10MM,,81.8,
abracadeira_4.8_300.jpeg,499,ABRACADEIRA DE NYLON 4.8X300,,81.5,
ponteira_magnetica_100mm.jpeg,277,PONTEIRA PHILIPS PH2 100MM MAGNET,,81.5,
DISCO-TURBO-FINO.jpg,233,DISCO ESMERILHADEIRA TURBO FURO,,81.5,
bico_de_torneira.jpeg,441,ADAPTADOR DE TORNEIRA,,81.5,
conector-10mm-final.jpeg,455,CONECTOR 10MM 3 POLO 10A 250V 08,,81.2,
