codigo,produto,saldo,unidade,preco_atacado,preco_varejo,fornecedor,categoria,imagem,catalogo
583,CORANTE LIQUID INDELFLEX VERDE 5,"156,000",UN,4.5,0.0,VALDEMAR SANTA,UTILIDADES,583_CORANTE_LIQUID_INDELFLEX_VERDE_50ML.jpeg,SIM
393,CORDA DE MULTI USO 15MMX 8MM,"21,000",UN,9.99,0.0,SETE MARES COMER,UTILIDADES,393_CORDA_DE_MULTI_USO_15MMX 8MM.jpeg,SIM
392,CORDA MULTI USO 10 X 8MM,"67,000",UN,7.44,0.0,SETE MARES COMER,UTILIDADES,392_CORDA_MULTI_USO_10 X 8MM.jpeg,SIM
72,"DISCO ABRASIVO 115X1X20,23MM INOX","-32,000",UN,3.0,0.0,TECNO CORTE,FERRAMENTAS,72_DISCO_ABRASIVO_115_1X20_23MM INOX_FERRO.jpg,SIM
287,DISCO DE CORTE 24 DENTES FURO 25 P,"5,000",UN,36.15,0.0,DIAMETALIC FERRA,FERRAMENTAS,,SIM
368,DISCO DE CORTE ABRASIVO 110X1.0X2,"70,000",UN,3.36,0.0,KL VITORIA - COM. D,FERRAMENTAS,368_DISCO_DE_CORTE_ABRASIVO_110X1_0X20MM_FURO 20.jpg,SIM
366,DISCO DE CORTE ABRASIVO INOX 115 X,"200,000",UN,1.78,0.0,KL VITORIA - COM. D,FERRAMENTAS,366_DISCO_DE_CORTE_ABRASIVO_INOX_115 X 1_0 X 22_SAMURAI.jpg,SIM
520,DISCO DE CORTE ABRASIVO INOX 115,"400,000",UN,4.1,0.0,KL VITORIA - COM. D,FERRAMENTAS,520_DISCO_DE_CORTE_ABRASIVO_INOX_115X1_2X200MM_ELITE.jpeg,SIM
367,DISCO DE CORTE ABRASIVO INOX 180 X,"70,000",UN,5.46,0.0,KL VITORIA - COM. D,FERRAMENTAS,367_DISCO_DE_CORTE_ABRASIVO_INOX 180 X 1_6 X 22_SAMURAI.jpg,SIM
201,DISCO DE CORTE DIAMANTADO 100X2,"145,000",UN,17.99,0.0,STONE DIAMOND TO,FERRAMENTAS,201_DISCO_DE_CORTE_DIAMANTADO_100X20MM_GREEN_MARCA SD.jpg,SIM
577,DISCO DE CORTE DIAMANTADO 100X2,"90,000",UN,9.9,0.0,STONE DIAMOND TO,FERRAMENTAS,577_DISCO_DE_CORTE DIAMANTADO_100X22_23X8MM_SEGMENTADO_STANDART.jpeg,SIM
576,DISCO DE CORTE DIAMANTADO 100X2,"87,000",UN,9.9,0.0,STONE DIAMOND TO,FERRAMENTAS,576_DISCO_DE_CORTE_DIAMANTADO_100X22.23X8MM_TURBO_STANDART.jpeg,SIM
574,DISCO DE CORTE DIAMANTADO 110X2,"90,000",UN,9.9,0.0,STONE DIAMOND TO,FERRAMENTAS,574_DISCO_DE_CORTE_DIAMANTADO_100X22_23X8MM_TURBO_STANDART.jpeg,SIM
195,DISCO DE CORTE DIAMANTADO 110X8,"31,000",UN,8.9,0.0,STONE DIAMOND TO,FERRAMENTAS,195_DISCO_DE_CORTE_DIAMANTADO_110X8MM_CONTINUO_LISO_ECCO.jpeg,SIM
196,DISCO DE CORTE DIAMANTADO 110X8,"101,000",UN,8.9,0.0,STONE DIAMOND TO,FERRAMENTAS,196_DISCO_DE_CORTE_DIAMANTADO_110X8MM_SEGMENTADO_ECCO.jpeg,SIM
202,DISCO DE CORTE DIAMANTADO 110X8,"117,000",UN,8.9,0.0,STONE DIAMOND TO,FERRAMENTAS,202_DISCO_DE_CORTE_DIAMANTADO_110X8MM_TURBO_ECCO.jpeg,SIM
515,DISCO DE CORTE DIAMANTADO PORCE,"10,000",UN,18.59,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
421,DISCO DE CORTE DIAMANTADO PORCE,"10,000",UN,0.0,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
344,DISCO DE FERRO ACO INOX CORTE RAP,"0,000",UN,6.99,0.0,DIAMETALIC FERRA,FERRAMENTAS,344_DISCO_DE_FERRO_ACO_INOX_CORTE_RAPIDO_7X1_16X7_8.jpg,SIM
525,DISCO DE LIXA 125MM GR.80,"143,000",PC,1.2,0.0,KL VITORIA - COM. D,FERRAMENTAS,525_DISCO_DE_LIXA_125MM_GR_80.jpeg,SIM
529,"DISCO DE LIXA VELCRO 125 X 22MM ,G","143,000",PC,1.02,0.0,KL VITORIA - COM. D,FERRAMENTAS,529_DISCO_DE_LIXA_VELCRO_125 X 22MM_GR_220.jpeg,SIM
524,"DISCO DE LIXA VELCRO 125MM,GR 060","143,000",UN,1.42,0.0,KL VITORIA - COM. D,FERRAMENTAS,524_DISCO_DE_LIXA_VELCRO_125MM_GR_060.jpeg,SIM
523,"DISCO DE LIXA VELCRO 125MM,GR.040","143,000",PC,1.4,0.0,KL VITORIA - COM. D,FERRAMENTAS,523_DISCO_DE_LIXA_VELCRO_125MM_GR_040.jpeg,SIM
527,"DISCO DE LIXA VELCRO 125MM,GR.120","145,000",PC,1.3,0.0,KL VITORIA - COM. D,FERRAMENTAS,527_DISCO_DE_LIXA_VELCRO_125MM_GR_120.jpeg,SIM
528,"DISCO DE LIXA VELCRO 125MM,GR.150","143,000",PC,1.36,0.0,KL VITORIA - COM. D,FERRAMENTAS,528_DISCO_DE_LIXA_VELCRO_125MM_GR_150.jpeg,SIM
526,"DISCO DE LIXA VELCRO,GR.100","145,000",PC,1.36,0.0,KL VITORIA - COM. D,FERRAMENTAS,526_DISCO_DE_LIXA_VELCRO_GR_100.jpeg,SIM
315,"DISCO DE SERRA CIRCULAR, P/ MADEIR","-119,000",UN,5.55,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
573,DISCO DIAMANTADO 110X15MM ELETR,"100,000",UN,16.0,0.0,STONE DIAMOND TO,FERRAMENTAS,573_DISCO_DIAMANTADO_110X15MM_ELETROLITICO_GREEN.jpeg,SIM
571,DISCO DIAMANTADO 110X20X1.2X10,"100,000",UN,20.0,0.0,STONE DIAMOND TO,FERRAMENTAS,,SIM
199,DISCO DIAMANTADO 110X20X1.2X10,"37,000",UN,17.99,0.0,STONE DIAMOND TO,FERRAMENTAS,199_DISCO DIAMANTADO_110X20X1_2X10MM_TURBO_FINO.jpg,SIM
232,DISCO DIAMETALIC PORCELANATO FU,"4,000",UN,22.89,0.0,DIAMETALIC FERRA,ELETRICA,232_DISCO_DIAMETALIC_PORCELANATO_FURO_22_23MM.png,SIM
233,DISCO ESMERILHADEIRA TURBO FURO,"-2,000",UN,14.28,0.0,DIAMETALIC FERRA,FERRAMENTAS,233_DISCO_ESMERILHADEIRA_TURBO_FURO_22_23MM.png,SIM
162,"DISCO FLASH INOX 114,3X1,0X22,2MM","411,000",UN,1.65,0.0,STARTOOLS FERRA,FERRAMENTAS,"162_DISCO FLASH INOX 114_3X1,0X22_2MM.png",SIM
243,DRYWALL FORRO CABECA PHILIPS FL,"59,000",CT,72.32,0.0,KL VITORIA - COM. D,FERRAMENTAS,243_DRYWALL_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_AGULHA _4_2X19.jpg,SIM
244,DRYWALL FORRO CABECA PHILIPS FL,"0,000",CT,60.56,0.0,KL VITORIA - COM. D,FERRAMENTAS,244_DRYWALL_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_AGULHA_4_2X25.png,SIM
402,"ELASTICO EXTENSOR 1,5M X 8MM","129,000",UN,5.16,0.0,SETE MARES COMER,UTILIDADES,402_ELASTICO_EXTENSOR_1_5M X 8MM.jpeg,SIM
497,"ELASTICO EXTENSOR 1,8 X 8MM","84,000",UN,5.4,0.0,,UTILIDADES,"497_ELASTICO_EXTENSOR_1,8 X 8MM.jpeg",SIM
271,"ESPATULA CABO DE MADEIRA 3 , MAR","174,000",UN,6.42,0.0,KL VITORIA - COM. D,FERRAMENTAS,271_ESPATULA_CABO_DE_MADEIRA 3_MARCA_ELITE.jpg,SIM
103,ESPATULA CABO DE MADEIRA ELITE 2,"193,000",UN,6.1,0.0,KL VITORIA - COM. D,FERRAMENTAS,103_ESPATULA_CABO_DE_MADEIRA_ELITE 2_5.jpg,SIM
104,ESPATULA CABO DE MADEIRA ELITE 4,"191,000",UN,6.74,0.0,KL VITORIA - COM. D,FERRAMENTAS,104_ESPATULA_CABO_DE_MADEIRA_ELITE_4.jpg,SIM
105,ESPATULA CABO DE MADEIRA ELITE 5,"202,000",UN,7.79,0.0,KL VITORIA - COM. D,FERRAMENTAS,105_ESPATULA CABO DE MADEIRA ELITE 5.jpg,SIM
218,ESPATULA COM CABO EMBORRACHAD,"201,000",UN,6.6,0.0,SETE MARES COMER,FERRAMENTAS,218_ESPATULA_COM_CABO_EMBORRACHADO_NAVY_3.jpg,SIM
376,"ESQUADRO DE METAL, P/ CONSTRUCA","109,000",UN,11.99,0.0,SETE MARES COMER,FERRAMENTAS,376_ESQUADRO_DE_METAL_ P_CONSTRUCAO_CIVIL.jpg,SIM
401,ESQUINCHO MANGUEIRA,"112,000",UN,9.99,0.0,SETE MARES COMER,HIDRAULICA,401_ESQUINCHO_MANGUEIRA.jpeg,SIM
75,"ESTILETE 18MM, MARCA ELITE","79,000",UN,4.9,0.0,KL VITORIA - COM. D,FERRAMENTAS,75_ESTILETE_18MM_MARCA_ELITE.jpg,SIM
76,ESTILETE PROFISSIONAL 18MM ELITE,"40,000",UN,7.07,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
560,ETIQUETA P/ETIQUETADORA 50,"100,000",UN,13.1,0.0,SETE MARES COMER,UTILIDADES,560_ETIQUETA_P_ETIQUETADORA_50.jpeg,SIM
220,EXTENSAO 2P+T 02MT PRETA SAQUIN,"12,000",UN,13.71,0.0,APLASTEC,ELETRICA,,SIM
222,EXTENSAO 2P+T 05MT PRETA-SAQUINH,"12,000",UN,23.33,0.0,APLASTEC,ELETRICA,,SIM
219,"EXTENSAO 2P+T 1,5 MT PRETO SAQUIN","12,000",UN,12.1,0.0,APLASTEC,ELETRICA,,SIM
223,EXTENSAO 2P+T 10MT PRETA,"-42,000",UN,39.56,0.0,,ELETRICA,223_EXTENSAO_2P+T_ 10MT_PRETA.jpg,SIM
221,EXTENSAO 2P+T03M PRETA-SAQUINH,"12,000",UN,15.99,0.0,APLASTEC,ELETRICA,,SIM
458,EXTENSAO ELETRICA 2M,"21,000",UN,15.43,0.0,APLASTEC,ELETRICA,,SIM
459,EXTENSAO ELETRICA 3M,"24,000",UN,19.03,0.0,APLASTEC,ELETRICA,,SIM
460,EXTENSAO ELETRICA DE 5M,"22,000",UN,26.21,0.0,APLASTEC,ELETRICA,,SIM
385,EXTENSAO QUADRUPLA 5M,"19,000",UN,26.36,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
383,"EXTENSAO QUADRUPULA 1,5M","39,000",UN,15.6,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
384,EXTENSAO QUADRUPULA 3M,"57,000",UN,17.85,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
129,FECHADURA ANTI-FURTO COR PRETA,"8,000",UN,61.54,0.0,KL VITORIA - COM. D,ELETRICA,129_FECHADURA_ANTI-FURTO_COR PRETA_MARCA_ELITE.jpg,SIM
395,"FERRAMENTA FITA MANUAL, DE USO D","0,000",CX,0.0,0.0,,SEM GRUPO,,SIM
464,FILTRO DE LINHA COM FUSIVEL 3 TOMA,"4,000",UN,24.19,0.0,APLASTEC,ELETRICA,,SIM
462,FILTRO DE LINHA COM FUSIVEL 4 TOMA,"6,000",UN,25.33,0.0,APLASTEC,ELETRICA,,SIM
463,FILTRO DE LINHA COM FUSIVEL 5 TOMA,"10,000",UN,26.23,0.0,APLASTEC,ELETRICA,,SIM
461,FILTRO DE LINHA COM FUSíVEL COM 6,"10,000",UN,27.09,0.0,APLASTEC,ELETRICA,,SIM
377,FITA ADESIVA DUPLA FACE 2M X 25M,"248,000",UN,7.99,0.0,SETE MARES COMER,UTILIDADES,377_FITA_ADESIVA_DUPLA_FACE 2M X 25MM X1-MMM_VERDE.jpeg,SIM
317,"FITA ADESIVA, ANTIDERRAPANTE, DE F","-6,000",UN,15.92,0.0,SETE MARES COMER,UTILIDADES,,SIM
318,"FITA ADESIVA, ANTIDERRAPANTE, DE F","52,000",UN,17.82,0.0,SETE MARES COMER,UTILIDADES,318_FITA_ADESIVA_ANTIDERRAPANTE_DE_FIBRA_PLASTICA_D.jpg,SIM
378,"FITA ADESIVA, DUPLA FACE VERMELH","227,000",UN,7.99,0.0,SETE MARES COMER,UTILIDADES,378_FITA_ADESIVA_DUPLA_FACE VERMELHA_2CM_3M_1MM.jpeg,SIM
215,FITA FIXA- FACIL - 12 MM X 2 M,"1666,000",UN,4.56,0.0,APLASTEC,UTILIDADES,215_FITA_FIXA_FACIL_12 MM X 2 M.jpg,SIM
216,FITA FIXA- FACIL - 18 MM X 2 M,"2480,000",UN,6.14,0.0,APLASTEC,UTILIDADES,216_FITA FIXA_FACIL_8 MM X 2 M.jpg,SIM
357,FITA FIXTAPE BUTILICA 10CM X 5M X 1,"141,000",UN,32.05,0.0,KL VITORIA - COM. D,UTILIDADES,357_FITA_FIXTAPE_BUTILICA 10CM X 5M X 1.2MM_ANFIX.jpg,SIM
364,FITA FIXTAPE BUTILICA 5CMX5MX1.2M,"76,000",UN,17.22,0.0,KL VITORIA - COM. D,UTILIDADES,364_FITA_FIXTAPE_BUTILICA_5CMX5MX1.2MM_ANFIX.jpg,SIM
358,FITA FIXTAPE BUTILICA IMPERMEAVE,"87,000",UN,45.98,0.0,KL VITORIA - COM. D,UTILIDADES,358_FITA_FIXTAPE BUTILICA_IMPERMEAVEL_15CMX 5M X 1.2MM_ANFIX.jpg,SIM
423,FITA FIXTAPE BUTILICA IMPERMEAVE,"142,000",UN,79.94,0.0,KL VITORIA - COM. D,UTILIDADES,423_FITA_FIXTAPE_BUTILICA_IMPERMEAVEL_20CM X 5M X 1.2MM.jpeg,SIM
394,"FITA ISOLANTE 10MX17MMX0,15MM","403,000",UN,2.44,0.0,SETE MARES COMER,UTILIDADES,394_FITA ISOLANTE_10MX17MMX0_15MM.jpeg,SIM
63,FITA ISOLANTE 19 X 10M X 0.13M ISOLA,"144,000",UN,3.8,0.0,KL VITORIA - COM. D,UTILIDADES,63_FITA ISOLANTE_19 X 10M X 0_13M_ISOLAMENTO ELETRICO.png,SIM
74,FITA ISOLANTE 19 X 20M X 0.13M,"98,000",UN,5.5,0.0,KL VITORIA - COM. D,UTILIDADES,74_FITA ISOLANTE_19_20M_0.13M.png,SIM
348,FITA ISOLANTE 5M,"90,000",UN,1.46,0.0,SETE MARES COMER,UTILIDADES,348_FITA ISOLANTE_5M.jpg,SIM
505,FITA METRICA 7X24MM,"50,000",UN,14.98,0.0,SETE MARES COMER,UTILIDADES,,SIM
398,FITA VEDA ROSCA 18MMX10M,"14,000",UN,1.99,0.0,SETE MARES COMER,UTILIDADES,398_FITA_VEDA ROSCA_18MMX10M.jpeg,SIM
79,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.93,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
80,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
89,FOLHA DE LIXA D AGUA 230X280MM G,"0,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
81,FOLHA DE LIXA D AGUA 230X280MM G,"48,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
82,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
90,FOLHA DE LIXA D AGUA 230X280MM G,"40,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
83,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
84,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
85,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
86,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.68,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
87,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
88,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
78,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.93,0.0,KL VITORIA - COM. D,HIDRAULICA,,SIM
96,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.93,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
97,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
98,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
99,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
100,FOLHA DE LIXA PARA FERRO 230X280,"-5,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
91,FOLHA DE LIXA PARA FERRO 230X280,"40,000",UN,2.38,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
92,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,2.27,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
93,FOLHA DE LIXA PARA FERRO 230X280,"0,000",UN,2.27,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
94,FOLHA DE LIXA PARA FERRO 230X280,"0,000",UN,2.03,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
95,FOLHA DE LIXA PARA FERRO 230X280,"12,000",UN,2.25,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
108,FORRO CABECA PHILIPS FLANGEADA C,"48,000",CT,82.18,0.0,KL VITORIA - COM. D,FERRAMENTAS,108_FORRO_CABECA_PHILIPS_FLANGEADA_COM_SERRILHA_PONTA_BROCA_4_2 X 13.jpg,SIM
109,FORRO CABECA PHILIPS FLANGEADA C,"12,000",CT,79.97,0.0,KL VITORIA - COM. D,FERRAMENTAS,109_FORRO_CABECA_PHILIPS FLANGEADA_COM_SERRILHA_PONTA_BROCA_4-2 X 16.jpg,SIM
110,FORRO CABECA PHILIPS FLANGEADA C,"16,000",CT,100.08,0.0,KL VITORIA - COM. D,FERRAMENTAS,110_FORRO_CABECA_PHILIPS_FLANGEADA_COM_SERRILHA_PONTABROCA 4_2 X 19.png,SIM
111,FORRO CABECA PHILIPS FLANGEADA C,"40,000",CT,76.93,0.0,KL VITORIA - COM. D,FERRAMENTAS,111_FORRO_CABECA_PHILIPS_FLANGEADA_COM-SERRILHA_PONTA_BROCA_4_2X 25.png,SIM
122,FORRO CABECA PHILIPS FLANGEADA P,"0,000",CT,67.95,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
112,FORRO CABECA PHILIPS FLANGEADA P,"12,000",CT,68.74,0.0,KL VITORIA - COM. D,FERRAMENTAS,112_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_BROCA 4_2 X 13.png,SIM
115,FORRO CABECA PHILIPS FLANGEADA P,"0,000",CT,77.95,0.0,KL VITORIA - COM. D,FERRAMENTAS,115_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_BROCA_4_2 X 25.png,SIM
117,FORRO CABECA PHILIPS FLANGEADA P,"27,000",CT,68.11,0.0,KL VITORIA - COM. D,FERRAMENTAS,117_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_BROCA_4_2 X 38.jpg,SIM
118,FORRO CABECA PHILIPS FLANGEADA P,"30,000",CT,86.96,0.0,KL VITORIA - COM. D,FERRAMENTAS,118_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_BROCA 4.2 X 45.jpg,SIM
120,FORRO CABECA PHILIPS FLANGEADA P,"0,000",CT,104.45,0.0,KL VITORIA - COM. D,FERRAMENTAS,120_FORRO_CABECA_PHILIPS FLANGEADA PONTA_ AGULHA_ 4_2 X 13.jpg,SIM
121,FORRO CABECA PHILIPS FLANGEADA P,"72,000",CX,9.2,0.0,CONTROLESIS TECN,FERRAMENTAS,121_FORRO_CABECA_PHILIPS_FLANGEADA_PONTA_ AGULHA 4_2 X 16.jpg,SIM
128,GESSO CABECA TROMBETA PHILIPS P,"8,000",CT,60.48,0.0,KL VITORIA - COM. D,FERRAMENTAS,128_GESSO_CABECA_TROMBETA_PHILIPS_PONTA_AGULHA_GN35_3_5 X 35.jpg,SIM
349,GRAMPOS PARA FIXACAO 10MM,"28,000",UN,3.68,0.0,SETE MARES COMER,UTILIDADES,349_GRAMPOS_PARA_FIXACAO_10MM.jpg,SIM
350,GRAMPOS PARA FIXACAO DE FIOS 6M,"39,000",UN,2.96,0.0,SETE MARES COMER,UTILIDADES,350_GRAMPOS_PARA_FIXACAO_DE_FIOS_6MM.png,SIM
351,GRAMPOS PARA FIXACAO DE FIOS 8M,"66,000",PC,3.32,0.0,SETE MARES COMER,UTILIDADES,351_GRAMPOS_PARA_FIXACAO_DE_FIOS_8MM.jpg,SIM
49,"JOGO CHAVE COMBINADA C/8PCS 8,9","6,000",UN,38.28,0.0,STARTOOLS FERRA,FERRAMENTAS,"49_JOGO_CHAVE_COMBINADA_8PCS 8,9,10,11,13,14,17,19MM (STARTOOLS).jpeg",SIM
51,"JOGO CHAVE FIXA 6X7,8X9,10X11,12X","3,000",UN,37.66,0.0,STARTOOLS FERRA,FERRAMENTAS,51_ JOGO_CHAVE_FIXA_6X7_8X9_10X11_12X13_14X15_16X17_18X19_20X22MM_STARTOOLS.jpg,SIM
50,"JOGO CHAVE FIXA 6X7,8X9,10X11,12X","1,000",UN,21.44,0.0,STARTOOLS FERRA,FERRAMENTAS,50_JOGO_CHAVE_FIXA_6X7_8X9_10X11_12X13_14X15_16X17MM _STARTOOLS.jpg,SIM
557,JOGO DE BITS MAGNETICO PONTEIRA p,"233,000",UN,29.84,0.0,SETE MARES COMER,FERRAMENTAS,557_JOGO_DE_BITS_MAGNETICO_PONTEIRA_philips.jpeg,SIM
561,JOGO DE BITS METALICOS 100MM,"235,000",UN,33.34,0.0,SETE MARES COMER,FERRAMENTAS,561_JOGO_DE_BITS_METALICOS_100MM.jpeg,SIM
382,JOGO DE BROCAS CHATAS PARA MADEI,"71,000",UN,24.99,0.0,SETE MARES COMER,FERRAMENTAS,382_JOGO_DE_BROCAS_CHATAS_PARA_MADEIRA_101216182025 MM.jpg,SIM
345,"KIT TERMINAL ELETRICO,280 PCS","92,000",UN,30.9,0.0,SETE MARES COMER,ELETRICA,345_KIT _TERMINAL_ELETRICO_280 PCS.png,SIM
106,LAMINA PARA ARCO DE SERRA 12 24,"96,000",UN,5.5,0.0,KL VITORIA - COM. D,FERRAMENTAS,106_LAMINA_PARA_ARCO_DE_SERRA_12 _24D_MARCA ELITE.jpg,SIM
374,LANCAS PROTETORAS PARA MURO MT,"1,000",UN,8.9,0.0,AKL COM ELETRICA,FERRAMENTAS,,SIM
213,LORENZETTI RESISTENCIA ULTRA BEL,"-168,000",PC,39.95,0.0,KONECTA,ELETRICA,,SIM
316,"MAQUINA ETIQUETADORA MANUAL, D","50,000",UN,30.92,0.0,SETE MARES COMER,UTILIDADES,316_MAQUINA_ETIQUETADORA_MANUAL_DE_PLASTICO.jpg,SIM
379,MARTELO CABO EMBORRACHADO 2,"92,000",UN,19.99,0.0,SETE MARES COMER,FERRAMENTAS,379_MARTELO_CABO_EMBORRACHADO_250G.jpeg,SIM
418,MARTELO CABO DE MADEIRA 27MM,"16,000",UN,18.84,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
380,MARTELO CABO EMBORRACHADO 50,"27,000",UN,29.76,0.0,SETE MARES COMER,FERRAMENTAS,380_MARTELO_CABO_EMBORRACHADO_500G.jpeg,SIM
212,MAX BRAND LAMINA DE BARBEAR,"227,000",UN,6.74,0.0,,UTILIDADES,,SIM
566,MINI MARTELO DE METAL CABO EMBOR,"118,000",UN,16.02,0.0,SETE MARES COMER,FERRAMENTAS,566_MINI_MARTELO_DE_METAL_CABO_EMBORRACHADO.jpeg,SIM
567,MISTURADOR DE TINTA 400X80,"98,000",UN,12.83,0.0,SETE MARES COMER,FERRAMENTAS,567_MISTURADOR_DE_TINTA_400X80.jpeg,SIM
502,MISTURADOR DE TINTA DE METAL,"100,000",UN,14.99,0.0,SETE MARES COMER,UTILIDADES,502_MISTURADOR_DE_TINTA_DE_META.jpeg,SIM
321,NIVEL P/ USO EM CONSTRUCAO CIVIL 4,"26,000",UN,20.52,0.0,SETE MARES COMER,FERRAMENTAS,321_NIVEL_USO_EM_CONSTRUCAO_CIVIL_40CM.jpg,SIM
322,NIVEL P/ USO EM CONSTRUCAO CIVIL 5,"41,000",UN,23.48,0.0,SETE MARES COMER,FERRAMENTAS,322_NIVEL_P_USO_EM_CONSTRUCAO_CIVIL_50CM.jpg,SIM
126,PARAF AUTO BROCANTE ARRUELA MO,"4,000",CX,76.61,0.0,KL VITORIA - COM. D,FERRAMENTAS,126_PARAF_AUTO_BROCANTE_ARRUELA_MOVEL_BW 0 12 X 1 (5.5 X 25) ZINCADO.jpg,SIM
414,PARAF AUTO BROCANTE CABECA CHA,"50,000",CT,57.92,0.0,KL VITORIA - COM. D,FERRAMENTAS,414_PARAF_AUTO_BROCANTE_CABECA_CHATA_PHILIPS 4_8X38.jpeg,SIM
114,PARAF FORRO CABECA PHILIPS FLAN,"0,000",CT,67.95,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
356,"PARAF TELHEIRO 5/16 X 110M, ZINCAD","7,000",CX,70.4,0.0,KL VITORIA - COM. D,FERRAMENTAS,356_PARAF_TELHEIRO_5_16 X 110M_ZINCADO ANFIX.jpg,SIM
174,PARAF (ANFIX) GESSO CABECA TROMBE,"100,000",UN,0.0,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
127,PARAF (ANFIX) GESSO CABECA TROMBE,"-5,000",CX,33.44,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
119,PARAF (ANFIX) STEEL FRAME CABECA P,"17,000",CT,95.76,0.0,KL VITORIA - COM. D,FERRAMENTAS,119_PARAF_STEEL_FRAME_CABECA_PHILIPS_FLANGEADA_PONTA_BROCA 4_8X19.jpg,SIM
415,PARAF AUTO BROCANTE ARRUELA 12,"0,000",CT,78.46,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
417,PARAF AUTO BROCANTE ARRUELA MO,"15,000",CT,72.82,0.0,,FERRAMENTAS,,SIM
353,PARAF AUTO BROCANTE ARRUELA MO,"6,000",CT,83.33,0.0,KL VITORIA - COM. D,FERRAMENTAS,353_PARAF_AUTO_BROCANTE_ARRUELA_MOVEL.jpg,SIM
416,PARAF AUTO BROCANTE COSTURA AR,"4,000",CT,110.72,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
422,PARAF AUTO BROCANTE PLACA CIME,"10,000",CT,23.36,0.0,KL VITORIA-COM.D,FERRAMENTAS,,SIM
440,PARAF AUTO PERFURANTE BICROMAT,"15,000",CT,104.5,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
326,PARAF AUTO PERFURANTE STEEL TILE,"10,000",CT,95.47,0.0,,FERRAMENTAS,326_PARAF_AUTO_PERFURANTE_STEEL_TILE_RUSPERT 12 - 14 - 15 X 2.3_4  5.5 X 70.jpeg,SIM
