codigo,produto,saldo,unidade,preco_atacado,preco_varejo,fornecedor,categoria
185,"REF 50326 LUVA DE PLASTICO (PU), P/ L","176,000",UN,4.36,0.0,SETE MARES COMER,UTILIDADES
186,"REF 50334 LUVA DE PLASTICO (PU), P/ L","252,000",UN,4.36,0.0,SETE MARES COMER,UTILIDADES
190,REF 50341 ROLO DE PLASTICO P/ PINTUR,"-63,000",UN,12.99,0.0,SETE MARES COMER,UTILIDADES
210,REF 5039 KIT TERMINAL ELETRICO,"91,000",CX,26.54,0.0,SETE MARES COMER,ELETRICA
188,REF 50504 LUVA DE MALHA DE PLASTIC,"128,000",UN,4.44,0.0,SETE MARES COMER,UTILIDADES
194,REF 50537 KIT TERMINAL DE ANEL ISO,"92,000",CX,15.44,0.0,SETE MARES COMER,ELETRICA
180,REF 50540 KIT TERMINAL TUBULAR EL,"44,000",CX,33.52,0.0,SETE MARES COMER,ELETRICA
183,REF 50541 KIT TERMINAL ELETRICO OL,"194,000",CX,20.42,0.0,SETE MARES COMER,ELETRICA
181,REF 50542 KIT TERMINAL ELETRICO TI,"197,000",CX,20.42,0.0,SETE MARES COMER,ELETRICA
447,REF 5055 CHAVE DE BIELA DE ABERTUR,"64,000",UN,13.94,0.0,SETE MARES COMER,FERRAMENTAS
347,REF 88005 CANETA TESTE DETECTORA D,"36,000",UN,13.08,0.0,SETE MARES COMER,ELETRICA
179,REF 88051 CHAVE MANDRIL METAL,"90,000",UN,27.48,0.0,SETE MARES COMER,FERRAMENTAS
564,REF20008 JOGO DE CHAVES TORX MEDI,"60,000",UN,16.6,0.0,SETE MARES COMER,FERRAMENTAS
563,REF20009 JOGO DE CHAVES TORX LONG,"58,000",UN,18.72,0.0,SETE MARES COMER,FERRAMENTAS
55,REF50365 CHAVE PHILLIPS 1-4X4,"240,000",UN,6.84,0.0,SETE MARES COMER,FERRAMENTAS
56,REF50366 CHAVE PHILLIPS 1-4X6,"291,000",UN,7.48,0.0,SETE MARES COMER,FERRAMENTAS
182,REF50543 KIT TERMINAL ELETRICO OL,"201,000",CX,22.26,0.0,SETE MARES COMER,ELETRICA
556,REF67016 BICO EXTENSOR DE TORNEIR,"111,000",UN,4.6,0.0,SETE MARES COMER,HIDRAULICA
569,REF90010 BICO EXTENSOR DE TORNEIR,"112,000",UN,4.4,0.0,SETE MARES COMER,HIDRAULICA
151,RESISTENCIA DUCHA C 220V 4000W (L,"641,000",UN,2.89,0.0,LUSTER IND DE MAT,ELETRICA
172,RESISTENCIA DUCHA C 5400 W 220 V (,"918,000",UN,4.16,0.0,LUSTER IND DE MAT,ELETRICA
152,RESISTENCIA DUCHA C 5400 W 220 V~,"29,000",UN,4.44,0.0,LUSTER IND DE MAT,ELETRICA
67,RESISTENCIA HS ADVANCED 7500 W,"12,000",UN,20.32,0.0,TECNO CORTE,ELETRICA
71,RESISTENCIA HS BELLA ULTRA / BELL,"14,000",UN,18.16,0.0,TECNO CORTE,ELETRICA
65,RESISTENCIA HS DUCHINHA SS 5200 W,"21,000",UN,9.96,0.0,TECNO CORTE,ELETRICA
68,RESISTENCIA HS FAMINHO 4T 6800 W,"-62,000",UN,15.99,0.0,TECNO CORTE,ELETRICA
70,RESISTENCIA HS GORDUCHA 3T 5400 W,"21,000",UN,12.8,0.0,TECNO CORTE,ELETRICA
66,RESISTENCIA HS GORDUCHA 4T 5800 W,"49,000",UN,12.99,0.0,TECNO CORTE,ELETRICA
69,RESISTENCIA HS MAXI DUCHA 5500 W (,"101,000",UN,14.99,0.0,TECNO CORTE,ELETRICA
203,RESISTENCIA L&AMP;C BELLA ULTRA 4,"15,000",UN,43.99,0.0,AKL COM ELETRICA,ELETRICA
204,RESISTENCIA L&AMP;C BELLO/MAXI U,"-73,000",UN,29.28,0.0,AKL COM ELETRICA,ELETRICA
343,RESISTENCIA LOREN SHOWER TIPO LO,"3,000",UN,21.61,0.0,DIAMETALIC FERRA,ELETRICA
288,RESISTENCIA LOREN ULTRA 200V 7500,"76,000",UN,43.99,0.0,,ELETRICA
266,RESISTENCIA TIPO F 3 TEMPERATURAS-5,"29,000",UN,18.84,0.0,,ELETRICA
342,RESISTENCIA TIPO F. VIDA LOG.4T (HS),"-140,000",UN,21.15,0.0,DIAMETALIC FERRA,ELETRICA
158,RESISTENCIA TIPO F4 TEMPERATURA 6,"18,000",UN,21.99,0.0,TECNO CORTE,ELETRICA
319,SERRA COPO DE METAL C/ 6 PCS,"-6,000",UN,8.9,0.0,SETE MARES COMER,FERRAMENTAS
200,SERRA DE MADEIRA TUNGSTENIO 110,"76,000",UN,17.99,0.0,STONE DIAMOND TO,FERRAMENTAS
572,SERRA DE TUNGSTENIO 110X20MM,"100,000",UN,16.0,0.0,STONE DIAMOND TO,FERRAMENTAS
197,"SERRA WIDEA 4.3/8""X1.2X24D","208,000",UN,8.9,0.0,STONE DIAMOND TO,FERRAMENTAS
360,"SILICONE ACETICO INCOLOR, 26OG","12,000",UN,15.76,0.0,KL VITORIA - COM. D,UTILIDADES
469,SOQUETE BAKELITE COM RABICHO,"28,000",UN,1.89,0.0,APLASTEC,ELETRICA
260,SOQUETE PORCELANA A GRANEL,"64,000",UN,3.82,0.0,,ELETRICA
259,SOQUETE PORTA LAMPADA A GRANEL,"37,000",UN,5.24,0.0,,ELETRICA
147,SQ ABRACADEIRA ALEMA 19-25MM,"0,000",PC,96.0,0.0,SQ COMERCIO E DIS,UTILIDADES
139,"SQ ABRACADEIRA DE NYLON 3,6X150","142,000",UN,5.6,0.0,SQ COMERCIO E DIS,UTILIDADES
10,"SQ ABRACADEIRA DE NYLON 4,8X200","5,000",UN,9.76,0.0,SQ COMERCIO E DIS,UTILIDADES
142,SQ ABRACADEIRA DE NYLON 4.8X250,"9,000",UN,11.08,0.0,SQ COMERCIO E DIS,UTILIDADES
26,SQ ABRACADEIRA DE NYLON 4.8X280,"31,000",UN,13.96,0.0,SQ COMERCIO E DIS,UTILIDADES
18,SQ ABRACADEIRA DE NYLON 7.2*300,"3,000",UN,26.12,0.0,SQ COMERCIO E DIS,UTILIDADES
17,SQ ABRACADEIRA EM METAL ALEMA 1,"0,000",PC,88.0,0.0,SQ COMERCIO E DIS,UTILIDADES
28,SQ ABRACADEIRA EM METAL C/ BORBO,"989,000",PC,108.0,0.0,SETE MARES COMER,UTILIDADES
29,SQ BOMBA DE AR DE PE DE ALUMINIO,"24,000",UN,27.0,0.0,SETE MARES COMER,UTILIDADES
138,SQ CHAVE PARA MANDRIL 10-13MM*7,"241,000",UN,3.16,0.0,SQ COMERCIO E DIS,FERRAMENTAS
135,SQ COLA PARA PEGAR ROEDORES,"192,000",UN,2.68,0.0,SQ COMERCIO E DIS,UTILIDADES
34,SQ FITA ADESIVA DUPLA FACE,"3,000",UN,7.99,0.0,SQ COMERCIO E DIS,UTILIDADES
33,"SQ FITA ADESIVA DUPLA FACE 2MX1,8","1,000",UN,5.56,0.0,SQ COMERCIO E DIS,UTILIDADES
4,SQ JOGO DE CHAVE HEXAGONAL,"111,000",UN,4.77,0.0,SQ COMERCIO E DIS,FERRAMENTAS
5,SQ JOGO DE CHAVE HEXAGONAL C/ 8,"91,000",UN,5.56,0.0,SQ COMERCIO E DIS,FERRAMENTAS
25,SQ MACARICO A GAS RECARREGAVEL,"24,000",UN,23.72,0.0,SQ COMERCIO E DIS,FERRAMENTAS
137,SQ MULTIMETRO DIGITAL COM BIP,"27,000",UN,26.82,0.0,SQ COMERCIO E DIS,ELETRICA
15,SQ PISTOLA DE COLA QUENTE,"81,000",UN,19.28,0.0,SQ COMERCIO E DIS,ELETRICA
27,SQ PISTOLA DE COLA QUENTE,"37,000",UN,26.56,0.0,SQ COMERCIO E DIS,ELETRICA
19,"SQ RALO DE PIA 5,4CM","0,000",UN,2.8,0.0,SQ COMERCIO E DIS,FERRAMENTAS
30,"SQ RALO DE PIA EM METAL 7,CM","11,000",UN,3.44,0.0,SQ COMERCIO E DIS,FERRAMENTAS
31,SQ RALO DE PIA EM METAL 9CM,"-7,000",UN,4.99,0.0,SQ COMERCIO E DIS,FERRAMENTAS
6,SQ REBITADEIRA MANUAL EM METAL,"20,000",UN,24.96,0.0,SQ COMERCIO E DIS,FERRAMENTAS
62,SR0093 - ALICATE UNIVERSAL 8 4X12 (,"0,000",UN,25.99,0.0,STARTOOLS FERRA,FERRAMENTAS
36,SR0094 - ALICATE BICO 6 4X12,"31,000",UN,18.43,0.0,STARTOOLS FERRA,FERRAMENTAS
37,SR0095 - ALICATE CORTE 6 4X12 (STAR,"33,000",UN,23.66,0.0,STARTOOLS FERRA,FERRAMENTAS
39,SR0116 - MARTELO MADEIRA PQ (STAR,"1,000",UN,25.68,0.0,STARTOOLS FERRA,FERRAMENTAS
40,SR0117 - MARTELO MADEIRA GD (STAR,"14,000",UN,22.32,0.0,STARTOOLS FERRA,FERRAMENTAS
42,SR0411 -MARTELO CABO CURTO EMBOR,"-3,000",UN,18.39,0.0,STARTOOLS FERRA,FERRAMENTAS
533,SUPORTE PARA LIXA DE VELCRO 125M,"49,000",PC,12.0,0.0,KL VITORIA - COM. D,FERRAMENTAS
405,SUPORTE PARA TV ULTRA NA CAIXA,"-10,000",UN,9.9,0.0,APLASTEC,UTILIDADES
107,TALHADEIRA SDS 14 X 250 X 20MM (E,"0,000",UN,12.0,0.0,KL VITORIA - COM. D,FERRAMENTAS
235,TALHADEIRA SDS 14X250X40MM LARG,"0,000",UN,17.99,0.0,KL VITORIA-COM.D,FERRAMENTAS
169,TOMADA DE SOBREPOR 10 A,"119,000",UN,2.89,0.0,LUSTER IND DE MAT,ELETRICA
156,TOMADA DE SOBREPOR 20 A,"154,000",UN,4.7,0.0,LUSTER IND DE MAT,ELETRICA
479,TOMADA DESMONTAVEL PINO FEMEA 2,"0,000",UN,2.75,0.0,APLASTEC,ELETRICA
476,TOMADA DESMONTAVEL PINO FEMEA 2,"100,000",UN,4.99,0.0,APLASTEC,ELETRICA
475,TOMADA DESMOTAVEL PINO FEMEA 2,"93,000",UN,4.26,0.0,APLASTEC,ELETRICA
175,TOMADA FEMEA,"8,000",UN,2.61,0.0,LUSTER IND DE MAT,ELETRICA
155,TOMADA FÊMEA - PTO,"300,000",UN,2.61,0.0,LUSTER IND DE MAT,ELETRICA
253,TOMADA SLIM 10A 2P+T BRANCA A GR,"47,000",UN,3.04,0.0,,ELETRICA
246,TOMADA SLIM 10A 2P+T PRETA A GRA,"48,000",UN,2.9,0.0,APLASTEC,ELETRICA
247,TOMADA SLIM 20A 2P+T PRETA A GRA,"24,000",UN,3.64,0.0,,ELETRICA
249,TOMADA SLIM 20A 2P+T PRETA A GRA,"34,000",UN,3.49,0.0,,ELETRICA
397,TRENA 10 METROS,"14,000",UN,19.8,0.0,SETE MARES COMER,FERRAMENTAS
400,TRENA 3 M X19MM,"63,000",UN,7.78,0.0,SETE MARES COMER,FERRAMENTAS
362,"TRENA 5M X 25MM, ACO INOXIDAVEL,","4,000",UN,107.4,0.0,KL VITORIA - COM. D,FERRAMENTAS
361,"TRENA 5M X 25MM,ACO INOXIDAVEL, M","4,000",UN,108.82,0.0,KL VITORIA - COM. D,FERRAMENTAS
363,"TRENA 5MX25MM, ACO INOXIDAVEL, M","4,000",UN,124.36,0.0,KL VITORIA - COM. D,FERRAMENTAS
381,TRENA MANUAL 5MX25MM LARANJA,"208,000",UN,10.8,0.0,SETE MARES COMER,FERRAMENTAS
61,TRENA TRANSPARENTE 5M,"250,000",UN,10.8,0.0,SETE MARES COMER,FERRAMENTAS
225,V-12 (BRANCO) ADAPTADOR ARTICULAD,"26,000",UN,8.1,0.0,,ELETRICA
